"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","key_press","response","button_pressed","reward_s01","reward_s02","feedback01","feedback02","listcross"
"html-keyboard-response","618","1763175","0.0-104.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-120</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","619","1768080","0.0-104.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","620","1770081","0.0-105.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","621","1771547","0.0-105.0-1.0","","1465.7950000001583","<p>今どれくらい楽しいかを教えてください</p>","","89","","","","","",""
"html-keyboard-response","622","1776448","0.0-105.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","623","1777404","0.0-106.0-0.0","","953.6649999991059","","","","4","0","-90.2","90.2","-90.2","6"
"html-keyboard-response","624","1781912","0.0-106.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥90.2</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-90.2</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","625","1782923","0.0-106.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-90.2</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","626","1789230","0.0-106.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","627","1790142","0.0-106.0-0.1","","910.6300000003539","","","","4","0","165","165","-165","6"
"html-keyboard-response","628","1794644","0.0-106.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥165</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-165</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","629","1795646","0.0-106.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥165</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","630","1799850","0.0-106.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","631","1801864","0.0-107.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","632","1803799","0.0-107.0-1.0","","1934.6149999999907","<p>今どれくらい楽しいかを教えてください</p>","","78","","","","","",""
"html-keyboard-response","633","1808701","0.0-107.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","634","1810454","0.0-108.0-0.0","","1751.0250000013039","","","","1","-50","0","0","-180","7"
"html-keyboard-response","635","1814956","0.0-108.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-50</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","636","1815959","0.0-108.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-50</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","637","1819461","0.0-108.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","638","1820571","0.0-108.0-0.1","","1108.2150000003166","","","","4","50","210","210","0","3"
"html-keyboard-response","639","1825077","0.0-108.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥210</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","640","1826092","0.0-108.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥210</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","641","1831004","0.0-108.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","642","1831915","0.0-108.0-0.2","","909.3749999993015","","","","4","60","100.8","100.8","0","8"
"html-keyboard-response","643","1836417","0.0-108.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥100.8</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","644","1837423","0.0-108.0-2.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥100.8</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","645","1843029","0.0-108.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","646","1845030","0.0-109.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","647","1846764","0.0-109.0-1.0","","1734.0800000000745","<p>今どれくらい楽しいかを教えてください</p>","","85","","","","","",""
"html-keyboard-response","648","1853065","0.0-109.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","649","1854306","0.0-110.0-0.0","","1240.0499999986496","","","","4","50","250","250","0","3"
"html-keyboard-response","650","1858809","0.0-110.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥250</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","651","1859810","0.0-110.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥250</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","652","1866115","0.0-110.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","653","1867106","0.0-110.0-0.1","","989.3549999997485","","","","4","20","0","56","0","5"
"html-keyboard-response","654","1871616","0.0-110.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥56</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","655","1872617","0.0-110.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","656","1877520","0.0-110.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","657","1879536","0.0-111.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","658","1882149","0.0-111.0-1.0","","2612.81500000041","<p>今どれくらい楽しいかを教えてください</p>","","88","","","","","",""
"html-keyboard-response","659","1887061","0.0-111.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","660","1888573","0.0-112.0-0.0","","1509.4950000003446","","","","1","-50","0","0","-111","5"
"html-keyboard-response","661","1893086","0.0-112.0-1.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-50</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","662","1894103","0.0-112.0-2.0","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-50</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","663","1898306","0.0-112.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","664","1900793","0.0-112.0-0.1","","2483.979999999283","","","","4","-20","-33.6","0","-33.6","7"
"html-keyboard-response","665","1905300","0.0-112.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-33.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","666","1906306","0.0-112.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-33.6</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","667","1911908","0.0-112.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","668","1913188","0.0-112.0-0.2","","1278.6950000009965","","","","4","20","0","49.6","0","6"
"html-keyboard-response","669","1917691","0.0-112.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥49.6</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","670","1918692","0.0-112.0-2.2","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","671","1922893","0.0-112.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","672","1924894","0.0-113.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","673","1926893","0.0-113.0-1.0","","1999.1900000004098","<p>今どれくらい楽しいかを教えてください</p>","","93","","","","","",""
"html-keyboard-response","674","1931096","0.0-113.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","675","1932206","0.0-114.0-0.0","","1106.9300000017975","","","","4","20","0","84","0","8"
"html-keyboard-response","676","1936715","0.0-114.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥84</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","677","1937718","0.0-114.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","678","1943330","0.0-114.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","679","1944052","0.0-114.0-0.1","","719.184999999823","","","","4","30","50.4","50.4","0","4"
"html-keyboard-response","680","1948554","0.0-114.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥50.4</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","681","1949569","0.0-114.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥50.4</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","682","1951677","0.0-114.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","683","1953679","0.0-115.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","684","1955587","0.0-115.0-1.0","","1908.0899999989197","<p>今どれくらい楽しいかを教えてください</p>","","100","","","","","",""
"html-keyboard-response","685","1960504","0.0-115.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","686","1962418","0.0-116.0-0.0","","1911.8999999989755","","","","4","20","0","44.4","0","5"
"html-keyboard-response","687","1966928","0.0-116.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥44.4</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","688","1967942","0.0-116.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","689","1970058","0.0-116.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","690","1971806","0.0-116.0-0.1","","1745.1600000003818","","","","4","0","160","160","-160","4"
"html-keyboard-response","691","1976320","0.0-116.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥160</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-160</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","692","1977327","0.0-116.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥160</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","693","1980142","0.0-116.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","694","1982720","0.0-116.0-0.2","","2575.4749999996275","","","","1","-60","0","0","-189.6","8"
"html-keyboard-response","695","1987227","0.0-116.0-1.2","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","696","1988243","0.0-116.0-2.2","","null","<p style='position: absolute; top: 38%;left: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 42%;left: 28%;color: whilt;font-size: 45pt;'>￥-60</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","697","1991744","0.0-116.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","698","1993751","0.0-117.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","699","1995295","0.0-117.0-1.0","","1543.2149999996182","<p>今どれくらい楽しいかを教えてください</p>","","100","","","","","",""
"html-keyboard-response","700","1998809","0.0-117.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","701","2000350","0.0-118.0-0.0","","1538.0100000002421","","","","4","-20","0","0","-84","5"
"html-keyboard-response","702","2004855","0.0-118.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-84</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","703","2005857","0.0-118.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","704","2008657","0.0-118.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","705","2009643","0.0-118.0-0.1","","983.0849999997299","","","","4","0","-26","26","-26","5"
"html-keyboard-response","706","2014150","0.0-118.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥26</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-26</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","707","2015159","0.0-118.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-26</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","708","2017266","0.0-118.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","709","2019267","0.0-119.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","710","2023268","0.0-119.0-1.0","","null","<p>今どれくらい楽しいかを教えてください</p>","","null","","","","","",""
"html-keyboard-response","711","2026070","0.0-119.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","712","2026842","0.0-120.0-0.0","","769.0000000002328","","","","4","20","44","44","0","8"
"html-keyboard-response","713","2031358","0.0-120.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥44</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","714","2032360","0.0-120.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥44</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","715","2034461","0.0-120.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","716","2035423","0.0-120.0-0.1","","959.2450000001118","","","","4","0","36","36","-36","4"
"html-keyboard-response","717","2039930","0.0-120.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥36</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-36</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","718","2040946","0.0-120.0-2.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥36</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","719","2045154","0.0-120.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","720","2046030","0.0-120.0-0.2","","873.8149999990128","","","","4","0","55","55","-55","10"
"html-keyboard-response","721","2050543","0.0-120.0-1.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥55</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-55</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","722","2051555","0.0-120.0-2.2","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥55</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","723","2055056","0.0-120.0-3.2","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","724","2057057","0.0-121.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","725","2058627","0.0-121.0-1.0","","1568.8449999997392","<p>今どれくらい楽しいかを教えてください</p>","","100","","","","","",""
"html-keyboard-response","726","2060728","0.0-121.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","727","2061454","0.0-122.0-0.0","","722.9899999983609","","","","4","60","0","252","0","6"
"html-keyboard-response","728","2065956","0.0-122.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥252</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","729","2066957","0.0-122.0-2.0","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","730","2070458","0.0-122.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","731","2071293","0.0-122.0-0.1","","831.9399999999441","","","","4","30","0","54.6","0","4"
"html-keyboard-response","732","2075798","0.0-122.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥54.6</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","733","2076804","0.0-122.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","734","2080305","0.0-122.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","735","2082306","0.0-123.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","736","2083639","0.0-123.0-1.0","","1332.4800000009127","<p>今どれくらい楽しいかを教えてください</p>","","100","","","","","",""
"html-keyboard-response","737","2090651","0.0-123.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","738","2091586","0.0-124.0-0.0","","933.2450000003446","","","","4","40","168","168","0","6"
"html-keyboard-response","739","2096088","0.0-124.0-1.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥168</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥0</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","740","2097089","0.0-124.0-2.0","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥168</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","741","2101991","0.0-124.0-3.0","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-button-response","742","2102904","0.0-124.0-0.1","","911.2349999998696","","","","4","0","-121","121","-121","5"
"html-keyboard-response","743","2107410","0.0-124.0-1.1","","null","<p style='position: absolute; top: 27%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 31%;right: 27%;color: whilt;font-size: 45pt;'>￥121</p><p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-121</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","744","2108425","0.0-124.0-2.1","","null","<p style='position: absolute; top: 48%;right: 25%'><img src='img/s2.bmp' width='200px'/></p><p style='position: absolute; top: 53%;right: 27%;color: whilt;font-size: 45pt;'>￥-121</p><p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","745","2113326","0.0-124.0-3.1","","null","<p style='font-size: 48px'>+</p>","null","","","","","","",""
"html-keyboard-response","746","2115328","0.0-125.0-0.0","","null","<p>今どれくらい楽しいかを教えてください</p>","null","","","","","","",""
"html-slider-response","747","2118159","0.0-125.0-1.0","","2830.720000001602","<p>今どれくらい楽しいかを教えてください</p>","","99","","","","","",""
"html-keyboard-response","748","2120267","0.0-125.0-2.0","","null","<p style=""font-size: 48px"">+</p>","null","","","","","","",""
"html-button-response","749","2121880","0.0-126.0-0.0","","1610.8699999968521","","","","4","-50","0","0","-84","11"
